ticket_id,created_at,resolved_at,status,priority,category,environment,assignee,reporter,team,department_requester,tag,sla_target_hours,resolution_hours,sla_breached,satisfaction_score,story_points,reopen_count,is_escalated,sprint
TKT-15071,2025-01-07 23:31,,In Progress,Low,Task,Production,Carla Mendes,Thiago Correia,QA Team,Comercial,backend,72,,,,,1,Não,Sprint 12
TKT-98254,2025-08-04 18:26,,Not Started,Hig,Bug,Homologation,Bruno Lima,Caio Ramos,Squad Gamma,RH,,8,,,,,0,Não,Sprint 22
TKT-84323,2025-04-17 02:24,2025-04-17 18:24,In Review,Critical,Feature Request,Production,Helena Pinto,João Victor,Squad Alpha,Financeiro,frontend,4,16,Sim,,,2,Não,Sprint 4
TKT-88913,2025-10-26 09:20,2025-10-26 16:20,Cancelled,medum,Change Request,Staging,Lucas Ferreira,Raquel Torres,Infra Team,RH,,24,7,Não,,3,0,Não,
TKT-57815,03/11/2025 11:05,2025-03-11 18:05,In Review,Medium,Change Request,Production,Samuel Ribeiro,João Victor,Squad Gamma,Operações,backend,24,7,Sim,4,5,0,Não,
TKT-58015,2025-08-17 14:28,2025-08-18 02:28,Done,High,Performance,Development,Renata Teixeira,Raquel Torres,Squad Gamma,Jurídico,,8,12,Não,3,,0,Não,Sprint 15
TKT-78503,2025-11-16 22:58,2025-11-17 03:58,Done,Low,Incident,Staging,Tatiane Gomes,Simone Barros,QA Team,Financeiro,backend,72,5,Sim,,1,0,Não,
TKT-75634,2025-06-09 11:56,,Not Started,Low,Incident,Production,Igor Alves,Marcos Duarte,Infra Team,Logística,relatório,72,,,,3,2,Não,Sprint 9
TKT-10975,04/03/2025 20:50,2025-04-04 00:50,Done,Low,Task,Production,Carla Mendes,Thiago Correia,Infra Team,RH,autenticação,72,4,Não,4,1,0,Sim,Sprint 11
TKT-71620,2025-10-28 12:22,2025-10-28 18:22,In Review,Low,Performance,Homologation,Kaio Santos,Thiago Correia,Squad Gamma,Operações,,72,6,Sim,,,0,Sim,Sprint 9
TKT-36971,19/05/2025 22:11,2025-05-20 10:11,Done,High,Feature Request,Production,Renata Teixeira,Flávia Melo,QA Team,Operações,relatório,8,12,Sim,,8,0,Não,Sprint 3
TKT-65407,2025-09-19 08:25,2025-09-19 16:25,In Review,High,Incident,Development,Helena Pinto,Karen Azevedo,Squad Gamma,Comercial,database,8,8,Não,,5,0,Sim,Sprint 9
TKT-86085,2025-06-11 00:27,2025-06-11 11:27,Done,High,Security,Staging,Gabriel Nunes,Simone Barros,Squad Alpha,TI,,8,11,Não,,3,0,Não,Sprint 22
TKT-15965,2025-11-24 15:34,2025-11-25 07:34,Done,Critical,Incident,Staging,Kaio Santos,Eduardo Campos,Infra Team,Logística,acesso,4,16,Não,2,5,0,Não,
TKT-72628,2025-01-18 03:42,2025-01-18 12:42,In Review,High,Security,Production,Kaio Santos,Marcos Duarte,Infra Team,Jurídico,,8,9,Não,2,1,0,Não,Sprint 9
TKT-94444,10/01/2025 23:39,2025-10-02 16:39,Cancelled,critical,Change Request,Staging,Ana Souza,Marina Queiroz,QA Team,Jurídico,,4,17,Não,,1,0,Não,Sprint 7
TKT-89474,2025-11-07 20:57,2025-11-07 21:57,Done,Low,Security,Homologation,Larissa Vieira,Patricia Leal,Squad Gamma,Logística,,72,1,Sim,,,2,Não,
TKT-90139,2025-01-14 16:34,2025-01-14 22:34,Done,Medium,Feature Request,Staging,Carla Mendes,Simone Barros,Squad Gamma,Comercial,performance,24,6,Sim,,2,1,Não,Sprint 13
TKT-73706,2025-09-13 04:22,,Not Started,Medium,Security,Homologation,Carla Mendes,Eduardo Campos,Squad Gamma,RH,mobile,24,,,3,,0,Não,Sprint 8
TKT-74235,2025-05-11 05:58,2025-05-11 08:58,Done,Low,Feature Request,Development,Renata Teixeira,Isabel Freitas,Squad Alpha,Marketing,acesso,72,3,Não,3,13,0,Não,Sprint 11
TKT-39651,2025-11-25 00:55,2025-11-25 07:55,Cancelled,Critical,Change Request,Production,Renata Teixeira,Paulo Rezende,Squad Gamma,RH,database,4,7,Sim,3,13,0,Sim,Sprint 4
TKT-96468,2025-11-22 02:15,,In Progress,Critical,Task,Development,Larissa Vieira,Patricia Leal,Squad Alpha,RH,mobile,4,,,,8,0,Não,
TKT-26528,2025-04-03 07:54,2025-04-03 16:54,Done,Medium,Bug,Staging,Kaio Santos,Marina Queiroz,Infra Team,TI,performance,24,9,Sim,,8,1,Não,
TKT-83643,2025-08-14 16:13,2025-08-15 01:13,In Review,Low,Bug,Development,Tatiane Gomes,João Victor,Squad Alpha,Comercial,autenticação,72,9,Sim,,8,0,Sim,Sprint 18
TKT-49530,2025-05-19 22:38,2025-05-20 02:38,Done,Medium,Bug,Staging,Igor Alves,Leonardo Brito,Squad Gamma,Logística,,24,4,Sim,,,0,Sim,Sprint 9
TKT-61863,2025-03-28 09:53,,In Progress,medum,Task,Production,Helena Pinto,Gustavo Nobre,Squad Alpha,TI,autenticação,24,,,,2,2,Não,
TKT-84009,2025-11-30 23:14,2025-12-01 09:14,In Review,HIGH,Change Request,Development,Fernanda Castro,Nelson Cardoso,Squad Alpha,Marketing,integração,8,10,Sim,,1,3,Não,
TKT-40783,2025-04-21 23:02,2025-04-22 17:02,Done,Critical,Bug,Homologation,Renata Teixeira,João Victor,Squad Alpha,Financeiro,api,4,18,Não,,8,1,Não,Sprint 11
TKT-38864,2025-01-14 19:15,2025-01-14 23:15,Cancelled,High,Security,Staging,Helena Pinto,Raquel Torres,Squad Alpha,Jurídico,acesso,8,4,Sim,,2,0,Sim,Sprint 5
TKT-16664,2025-01-08 09:58,2025-01-08 20:58,Done,HIGH,Change Request,Staging,Mateus Oliveira,Eduardo Campos,Squad Gamma,Marketing,mobile,8,11,Sim,,5,0,Não,
TKT-17945,2025-08-06 10:53,2025-08-07 04:53,Done,critical,Security,Production,Pedro Henrique,Simone Barros,Infra Team,Logística,acesso,4,18,Não,,,2,Não,Sprint 20
TKT-12974,2025-04-30 10:44,2025-04-30 12:44,Done,MEDIUM,Security,Production,Natalia Costa,Eduardo Campos,Infra Team,Operações,relatório,24,2,Sim,,13,0,Não,Sprint 11
TKT-44118,2025-01-29 20:23,2025-01-30 09:23,Done,High,Bug,Production,Carla Mendes,Marina Queiroz,Squad Alpha,Comercial,,8,13,Sim,,8,0,Não,
TKT-20281,2025-06-05 01:22,2025-06-05 19:22,In Review,critical,Bug,Production,Bruno Lima,Eduardo Campos,Squad Alpha,Operações,,4,18,Sim,,8,0,Sim,Sprint 14
TKT-43406,07/03/2025 08:39,2025-07-03 19:39,In Review,High,Task,Staging,Pedro Henrique,Isabel Freitas,QA Team,Jurídico,mobile,8,11,Não,,,0,Não,Sprint 14
TKT-17932,2025-02-12 06:33,2025-02-12 13:33,Done,Low,Incident,Production,Samuel Ribeiro,Simone Barros,Squad Alpha,Marketing,,72,7,Não,,2,0,Não,Sprint 10
TKT-41491,2025-02-25 10:01,2025-02-25 19:01,Done,High,Feature Request,Production,Natalia Costa,Marina Queiroz,Squad Alpha,Comercial,,8,9,Não,,13,0,Não,Sprint 8
TKT-25943,2025-10-26 14:25,2025-10-27 05:25,In Review,Critical,Security,Staging,Samuel Ribeiro,Flávia Melo,QA Team,Operações,performance,4,15,Não,,3,1,Sim,Sprint 8
TKT-34277,2025-09-18 02:55,2025-09-18 10:55,In Review,Medium,Security,Development,Igor Alves,Raquel Torres,Squad Alpha,Operações,,24,8,Sim,,8,0,Não,Sprint 17
TKT-85399,2025-06-06 00:56,,In Progress,High,Bug,Homologation,Mateus Oliveira,Paulo Rezende,Squad Gamma,Logística,mobile,8,,,,8,0,Não,Sprint 16
TKT-64796,11/05/2025 18:30,,Not Started,High,Performance,Homologation,Pedro Henrique,Thiago Correia,QA Team,Jurídico,,8,,,,3,0,Não,Sprint 2
TKT-90034,2025-02-11 18:07,2025-02-12 05:07,Cancelled,High,Incident,Homologation,Gabriel Nunes,Karen Azevedo,Infra Team,Marketing,,8,11,Sim,,1,0,Não,Sprint 12
TKT-95537,2025-08-12 23:50,2025-08-13 16:50,In Review,Critical,Incident,Production,Julia Moraes,Leonardo Brito,Infra Team,Logística,acesso,4,17,Sim,,,3,Não,Sprint 2
TKT-27664,2025-07-06 23:01,2025-07-07 07:01,In Review,High,Incident,Development,Tatiane Gomes,Gustavo Nobre,QA Team,Marketing,relatório,8,8,Sim,,,0,Não,Sprint 22
TKT-95786,2025-08-31 12:53,,Not Started,High,Security,Homologation,  Kaio Santos,Paulo Rezende,Squad Gamma,Logística,,8,,,,,1,Não,Sprint 17
TKT-91923,2025-12-28 22:49,2025-12-29 09:49,Done,Critical,Performance,Staging,Natalia Costa,Marcos Duarte,Infra Team,Jurídico,relatório,4,11,Não,3,,0,Não,Sprint 18
TKT-32607,2025-11-25 19:52,2025-11-26 02:52,Done,High,Incident,Staging,Mateus Oliveira,Karen Azevedo,QA Team,Logística,acesso,8,7,Não,,5,0,Sim,
TKT-83957,2025-02-03 18:07,2025-02-04 00:07,Done,Low,Feature Request,Staging,Mateus Oliveira,Isabel Freitas,Squad Alpha,Logística,acesso,72,6,Não,3,5,0,Não,Sprint 3
TKT-35778,2025-04-21 23:19,2025-04-22 12:19,In Review,HIGH,Incident,Production,Fernanda Castro,Karen Azevedo,Squad Alpha,Financeiro,database,8,13,Não,,,0,Não,Sprint 21
TKT-56197,2025-11-09 19:07,,Not Started,High,Task,Production,  Igor Alves,Ricardo Farias,QA Team,Jurídico,,8,,,,8,0,Não,Sprint 4
TKT-20762,12/01/2025 04:01,,Not Started,Low,Incident,Staging,Yasmin Pereira,Karen Azevedo,Squad Gamma,Logística,performance,72,,,,2,0,Não,
TKT-47616,2025-03-23 16:32,,Not Started,Critical,Change Request,Homologation,Tatiane Gomes,Gustavo Nobre,Squad Gamma,Financeiro,api,4,,,,13,0,Não,Sprint 3
TKT-62563,2025-03-23 11:02,2025-03-23 22:02,Cancelled,Medium,Performance,Homologation,Julia Moraes,Nelson Cardoso,Squad Gamma,Operações,acesso,24,11,Sim,,8,0,Não,Sprint 6
TKT-79018,12/08/2025 14:10,2025-12-09 12:10,In Review,Critical,Incident,Production,Fernanda Castro,Raquel Torres,Infra Team,Logística,,4,22,Não,4,2,1,Não,Sprint 2
TKT-28445,2025-01-10 09:01,2025-01-10 12:01,Done,Low,Change Request,Production,Diego Rocha,Eduardo Campos,QA Team,Jurídico,api,72,3,Não,,2,0,Não,Sprint 1
TKT-20347,26/10/2025 06:23,2025-10-26 12:23,Done,Low,Feature Request,Homologation,Kaio Santos,Isabel Freitas,Squad Alpha,TI,api,72,6,Não,,,0,Não,
TKT-97042,2025-12-21 14:17,,In Progress,Critical,Performance,Homologation,Lucas Ferreira,Débora Martins,Squad Gamma,Logística,backend,4,,,,,0,Não,
TKT-73055,2025-11-21 21:02,,In Progress,High,Security,Development,Natalia Costa,Olivia Vaz,Squad Alpha,TI,database,8,,,,,0,Não,Sprint 13
TKT-53861,2025-05-19 22:37,,Not Started,critical,Bug,Production,Tatiane Gomes,Eduardo Campos,QA Team,Marketing,,4,,,5,8,0,Sim,
TKT-41774,2025-02-05 22:07,,In Progress,Critical,Incident,Development,Igor Alves,Marina Queiroz,Infra Team,Jurídico,,4,,,,5,0,Não,Sprint 1
TKT-45830,2025-03-28 05:19,2025-03-29 04:19,In Review,Critical,Feature Request,Homologation,Carla Mendes,Marina Queiroz,Infra Team,Financeiro,mobile,4,23,Sim,3,,0,Não,Sprint 18
TKT-22731,2025-07-15 01:23,2025-07-15 11:23,Done,Critical,Performance,Development,Kaio Santos,Marina Queiroz,Squad Alpha,Operações,database,4,10,Não,,13,0,Não,Sprint 10
TKT-46568,2025-03-12 19:59,,Not Started,Critical,Security,Homologation,Lucas Ferreira,Patricia Leal,Squad Gamma,Jurídico,frontend,4,,,,1,0,Não,
TKT-68228,2025-01-23 09:09,,In Progress,Low,Incident,Homologation,Pedro Henrique,Patricia Leal,Squad Gamma,Comercial,backend,72,,,3,,0,Não,Sprint 15
TKT-61306,2025-07-30 23:06,,Not Started,Critical,Bug,Production,Lucas Ferreira,Leonardo Brito,Infra Team,Logística,backend,4,,,3,,0,Não,Sprint 10
TKT-58198,2025-07-05 14:27,2025-07-06 08:27,In Review,Critical,Bug,Staging,Fernanda Castro,Amanda Silva,Squad Alpha,Marketing,api,4,18,Não,,1,0,Não,
TKT-57650,15/11/2025 15:34,,Not Started,Critical,Security,Homologation,Vinicius Araújo,Patricia Leal,QA Team,TI,performance,4,,,4,,1,Sim,Sprint 6
TKT-54858,2025-07-27 04:03,,Not Started,Low,Feature Request,Development,Mateus Oliveira,Amanda Silva,Infra Team,Marketing,relatório,72,,,4,,0,Não,Sprint 11
TKT-26154,2025-07-20 14:57,2025-07-20 23:57,Done,Critical,Change Request,Production,Vinicius Araújo,Isabel Freitas,Squad Gamma,Marketing,relatório,4,9,Não,,,0,Não,
TKT-77296,2025-09-07 06:59,2025-09-07 14:59,Done,Medium,Incident,Production,Igor Alves,Olivia Vaz,Infra Team,Logística,,24,8,Sim,,,0,Não,
TKT-95123,2025-10-14 15:58,2025-10-15 03:58,In Review,High,Feature Request,Staging,Ana Souza,Karen Azevedo,Squad Alpha,TI,autenticação,8,12,Não,,3,3,Não,Sprint 23
TKT-51049,2025-11-29 22:26,,In Progress,Critical,Bug,Development,Helena Pinto,Raquel Torres,Squad Gamma,TI,,4,,,4,5,1,Não,Sprint 16
TKT-95832,2025-09-29 18:01,2025-09-30 09:01,In Review,High,Incident,Development,Ana Souza,Simone Barros,Infra Team,Comercial,,8,15,Sim,,3,2,Não,Sprint 1
TKT-81033,2025-05-25 05:31,2025-05-25 13:31,In Review,Medium,Incident,Development,Larissa Vieira,Amanda Silva,Squad Alpha,Financeiro,database,24,8,Não,,,0,Não,Sprint 15
TKT-20567,17/02/2025 14:35,2025-02-17 23:35,Done,Hig,Bug,Production,Igor Alves,Marcos Duarte,Infra Team,Operações,backend,8,9,Sim,,,0,Não,Sprint 9
TKT-58979,2025-02-04 10:27,2025-02-04 13:27,Done,Medium,Performance,Staging,Yasmin Pereira,João Victor,Squad Alpha,RH,performance,24,3,Não,,2,0,Não,Sprint 7
TKT-89001,2025-01-25 12:03,,In Progress,Low,Feature Request,Development,Diego Rocha,Simone Barros,Squad Alpha,Comercial,api,72,,,,3,0,Não,Sprint 10
TKT-34863,2025-08-09 09:13,,In Progress,Medium,Performance,Development,Yasmin Pereira,Eduardo Campos,Squad Alpha,Operações,relatório,24,,,4,1,0,Não,Sprint 21
TKT-24128,2025-10-01 14:39,2025-10-01 18:39,Done,Medium,Task,Homologation,Gabriel Nunes,Débora Martins,Squad Alpha,RH,autenticação,24,4,Não,4,2,0,Não,Sprint 23
TKT-96371,2025-03-20 15:01,,In Progress,Medium,Change Request,Production,Tatiane Gomes,João Victor,Squad Gamma,Logística,mobile,24,,,,5,0,Não,
TKT-89426,2025-08-03 13:12,2025-08-04 08:12,Done,Critical,Bug,Homologation,Ana Souza,Nelson Cardoso,Squad Alpha,Financeiro,,4,19,Sim,,2,1,Não,
TKT-81042,2025-03-28 09:29,,Not Started,Critical,Change Request,Homologation,Natalia Costa,João Victor,Squad Alpha,TI,database,4,,,4,13,0,Não,
TKT-62290,2025-09-16 21:58,2025-09-17 02:58,Done,Low,Performance,Production,Fernanda Castro,Olivia Vaz,Infra Team,RH,relatório,72,5,Sim,,1,0,Não,Sprint 22
TKT-90104,2025-11-09 14:38,2025-11-09 19:38,Done,Low,Task,Homologation,Igor Alves,Marcos Duarte,Squad Alpha,Operações,integração,72,5,Não,,,0,Não,Sprint 7
TKT-43420,2025-08-02 10:34,,Not Started,Medium,Task,Homologation,Lucas Ferreira,Karen Azevedo,QA Team,Comercial,relatório,24,,,,3,2,Não,Sprint 24
TKT-82847,2025-01-05 22:13,2025-01-06 10:13,Done,High,Bug,Development,Helena Pinto,Thiago Correia,Infra Team,Logística,autenticação,8,12,Sim,,1,0,Não,Sprint 8
TKT-92803,2025-08-14 06:45,2025-08-14 12:45,In Review,Low,Feature Request,Production,Kaio Santos,Thiago Correia,Infra Team,RH,performance,72,6,Sim,,13,0,Não,
TKT-15114,30/06/2025 20:55,,Not Started,Low,Change Request,Development,Pedro Henrique,João Victor,QA Team,Jurídico,frontend,72,,,,,0,Não,Sprint 23
TKT-73672,2025-09-19 21:20,2025-09-20 15:20,Done,High,Security,Homologation,Pedro Henrique,Amanda Silva,Infra Team,Operações,frontend,8,18,Sim,3,,0,Sim,Sprint 4
TKT-51213,2025-05-14 03:14,,Not Started,Medium,Change Request,Staging,Helena Pinto,Caio Ramos,Squad Gamma,Marketing,,24,,,,,0,Não,Sprint 21
TKT-75666,2025-08-04 05:36,2025-08-04 10:36,Done,Low,Security,Development,Julia Moraes,Ricardo Farias,Squad Alpha,Jurídico,performance,72,5,Não,,2,0,Sim,
TKT-29483,2025-08-08 13:55,,In Progress,Low,Security,Development,Vinicius Araújo,Ricardo Farias,QA Team,Marketing,performance,72,,,4,5,0,Não,
TKT-42586,2025-01-20 01:06,2025-01-20 19:06,Done,Critical,Performance,Staging,Renata Teixeira,Amanda Silva,Infra Team,Logística,,4,18,Sim,,13,0,Não,
TKT-17405,2025-09-13 06:10,2025-09-13 22:10,Cancelled,Critical,Bug,Homologation,Bruno Lima,Marina Queiroz,QA Team,RH,mobile,4,16,Não,5,2,0,Não,Sprint 14
TKT-43716,2025-05-06 09:53,2025-05-07 00:53,Cancelled,Critical,Incident,Production,Larissa Vieira,Gustavo Nobre,Squad Alpha,Jurídico,,4,15,Sim,,5,0,Sim,Sprint 23
TKT-85106,2025-06-30 06:45,2025-06-30 15:45,In Review,Critical,Incident,Development,Tatiane Gomes,Gustavo Nobre,Squad Gamma,RH,database,4,9,Não,,13,0,Não,Sprint 4
TKT-45884,2025-04-29 00:58,2025-04-29 15:58,Done,Critical,Change Request,Homologation,Igor Alves,Flávia Melo,Infra Team,Operações,database,4,15,Não,,3,0,Não,Sprint 16
TKT-69561,2025-03-08 08:40,,In Progress,Critical,Task,Development,Vinicius Araújo,Karen Azevedo,QA Team,RH,backend,4,,,5,8,0,Não,Sprint 19
TKT-42457,2025-02-03 12:40,,In Progress,Medium,Feature Request,Development,Samuel Ribeiro,Raquel Torres,Squad Alpha,TI,frontend,24,,,,,1,Não,Sprint 19
TKT-85101,2025-10-18 02:23,2025-10-18 07:23,Done,Medium,Feature Request,Development,Larissa Vieira,Isabel Freitas,Squad Gamma,Operações,,24,5,Não,,,3,Não,
TKT-71262,2025-12-21 00:32,2025-12-21 04:32,Done,Medium,Performance,Development,Yasmin Pereira,Débora Martins,Squad Alpha,Logística,acesso,24,4,Não,,13,2,Não,Sprint 4
TKT-30453,2025-09-25 05:04,2025-09-25 19:04,In Review,High,Task,Staging,Carla Mendes,Nelson Cardoso,Infra Team,Logística,mobile,8,14,Não,,5,3,Sim,Sprint 1
TKT-68189,2025-01-13 19:23,2025-01-14 00:23,Cancelled,Medium,Feature Request,Staging,Gabriel Nunes,João Victor,QA Team,Marketing,mobile,24,5,Não,,,1,Não,Sprint 16
TKT-89477,2025-09-26 01:16,,In Progress,Medium,Performance,Staging,Samuel Ribeiro,Gustavo Nobre,QA Team,Financeiro,api,24,,,,8,0,Não,Sprint 9
TKT-45088,2025-02-25 21:51,2025-02-26 02:51,Done,High,Change Request,Development,Vinicius Araújo,Amanda Silva,Squad Alpha,Marketing,database,8,5,Sim,,,0,Não,Sprint 6
TKT-73133,2025-05-26 14:54,2025-05-26 21:54,Done,High,Task,Homologation,Helena Pinto,Caio Ramos,Squad Alpha,Logística,acesso,8,7,Não,4,5,1,Não,Sprint 5
TKT-24753,2025-01-11 00:50,,In Progress,High,Security,Staging,Vinicius Araújo,Nelson Cardoso,Infra Team,Comercial,acesso,8,,,,1,0,Não,Sprint 21
TKT-65286,2025-04-09 03:39,2025-04-09 15:39,Done,Critical,Change Request,Development,Tatiane Gomes,Paulo Rezende,QA Team,RH,,4,12,Não,4,,0,Não,
TKT-98647,2025-11-09 15:20,,Not Started,High,Incident,Homologation,Igor Alves,Caio Ramos,Squad Gamma,Financeiro,database,8,,,,,0,Não,Sprint 9
TKT-95739,2025-11-08 08:51,,In Progress,Critical,Feature Request,Development,Kaio Santos,Paulo Rezende,Squad Gamma,Operações,,4,,,,,0,Sim,Sprint 23
TKT-28495,2025-09-10 14:42,2025-09-10 18:42,Done,Medium,Feature Request,Development,Natalia Costa,Marcos Duarte,Squad Alpha,Financeiro,frontend,24,4,Sim,,1,1,Não,
TKT-21750,2025-12-01 17:27,2025-12-01 23:27,In Review,Low,Performance,Production,Larissa Vieira,Ricardo Farias,Squad Alpha,Marketing,relatório,72,6,Não,,,0,Sim,Sprint 9
TKT-10192,2025-02-11 00:11,2025-02-11 16:11,Cancelled,Critical,Change Request,Homologation,Mateus Oliveira,Leonardo Brito,QA Team,Financeiro,,4,16,Não,,,0,Não,Sprint 14
TKT-78111,2025-06-16 19:01,2025-06-17 01:01,In Review,Low,Security,Production,Julia Moraes,Karen Azevedo,QA Team,Financeiro,,72,6,Não,,3,0,Não,
TKT-53832,2025-04-23 14:14,2025-04-24 02:14,In Review,High,Feature Request,Production,  Yasmin Pereira,Marina Queiroz,QA Team,Financeiro,backend,8,12,Sim,,5,0,Não,Sprint 4
TKT-16616,2025-08-10 12:07,2025-08-10 23:07,Cancelled,Critical,Task,Homologation,Vinicius Araújo,Simone Barros,Squad Gamma,Financeiro,performance,4,11,Não,,13,0,Não,
TKT-64055,2025-08-15 01:36,,Not Started,Critical,Task,Development,Yasmin Pereira,Nelson Cardoso,Infra Team,Logística,autenticação,4,,,4,,0,Não,Sprint 17
TKT-30071,12/05/2025 06:29,,Not Started,Critical,Incident,Development,Fernanda Castro,Débora Martins,Infra Team,Marketing,frontend,4,,,,5,0,Não,Sprint 4
TKT-35480,2025-04-21 12:28,,Not Started,High,Incident,Homologation,Samuel Ribeiro,Eduardo Campos,QA Team,Financeiro,database,8,,,,,0,Não,Sprint 14
TKT-52736,2025-01-29 18:17,,In Progress,Medium,Feature Request,Production,Larissa Vieira,Karen Azevedo,Squad Alpha,Marketing,acesso,24,,,,,0,Sim,
TKT-41628,2025-07-15 18:51,2025-07-16 00:51,Done,Low,Incident,Production,Julia Moraes,Eduardo Campos,Squad Gamma,Operações,integração,72,6,Sim,,,0,Não,Sprint 19
TKT-22205,2025-12-27 20:04,2025-12-28 00:04,Done,Low,Task,Production,Samuel Ribeiro,Karen Azevedo,QA Team,Operações,,72,4,Sim,,5,1,Não,Sprint 21
TKT-65920,2025-07-19 03:06,2025-07-19 10:06,In Review,High,Bug,Development,Tatiane Gomes,Gustavo Nobre,Infra Team,Logística,integração,8,7,Sim,2,3,3,Não,Sprint 23
TKT-52244,2025-12-26 15:11,2025-12-26 18:11,Done,low,Task,Homologation,Larissa Vieira,Nelson Cardoso,Squad Gamma,RH,,72,3,Não,,3,0,Não,Sprint 21
TKT-71373,03/08/2025 08:41,,In Progress,High,Performance,Homologation,Fernanda Castro,Ricardo Farias,Squad Gamma,Comercial,frontend,8,,,,2,1,Não,Sprint 5
TKT-28995,15/08/2025 15:44,,In Progress,High,Security,Development,Fernanda Castro,Amanda Silva,QA Team,RH,integração,8,,,,,0,Sim,Sprint 1
TKT-25360,2025-03-03 10:41,,In Progress,High,Feature Request,Homologation,Tatiane Gomes,Isabel Freitas,Infra Team,TI,,8,,,,,0,Não,Sprint 16
TKT-41747,2025-03-02 14:20,2025-03-02 20:20,Done,Medium,Change Request,Staging,Gabriel Nunes,Marina Queiroz,Squad Alpha,Logística,,24,6,Não,4,,0,Não,Sprint 1
TKT-11614,2025-08-04 22:16,,In Progress,Low,Change Request,Staging,Renata Teixeira,Olivia Vaz,Squad Gamma,Logística,relatório,72,,,,13,0,Sim,Sprint 6
TKT-92580,2025-11-24 11:55,2025-11-24 20:55,Done,Critical,Change Request,Development,Diego Rocha,Caio Ramos,Squad Alpha,Financeiro,,4,9,Não,4,,3,Sim,Sprint 5
TKT-93350,2025-08-19 23:01,2025-08-20 05:01,Done,Low,Task,Homologation,Julia Moraes,Leonardo Brito,Squad Gamma,Logística,integração,72,6,Sim,,,1,Sim,
TKT-87347,2025-10-28 17:30,2025-10-29 04:30,In Review,High,Security,Staging,Fernanda Castro,Paulo Rezende,QA Team,Marketing,backend,8,11,Não,,,0,Não,
TKT-35592,27/11/2025 15:50,2025-11-27 21:50,Cancelled,High,Performance,Development,Diego Rocha,Thiago Correia,QA Team,RH,api,8,6,Não,,,1,Não,Sprint 13
TKT-25993,18/04/2025 16:03,2025-04-19 00:03,Done,Critical,Security,Staging,Natalia Costa,Caio Ramos,Squad Gamma,RH,mobile,4,8,Sim,,1,2,Sim,Sprint 19
TKT-77672,2025-07-13 00:19,,Not Started,Critical,Change Request,Development,Mateus Oliveira,Karen Azevedo,Squad Alpha,RH,,4,,,4,1,0,Não,Sprint 17
TKT-81604,2025-11-11 18:43,,Not Started,Critical,Feature Request,Homologation,Samuel Ribeiro,Marcos Duarte,Squad Alpha,Comercial,mobile,4,,,,2,2,Não,Sprint 1
TKT-76531,2025-11-29 10:35,2025-11-29 21:35,Cancelled,High,Feature Request,Staging,Carla Mendes,Amanda Silva,Squad Alpha,Financeiro,acesso,8,11,Não,,,1,Não,Sprint 10
TKT-40531,09/20/2025 09:44,,In Progress,Critical,Task,Homologation,Mateus Oliveira,Eduardo Campos,QA Team,Logística,autenticação,4,,,,1,0,Não,Sprint 23
TKT-39936,2025-02-23 03:10,2025-02-23 14:10,Cancelled,Critical,Feature Request,Homologation,Bruno Lima,Simone Barros,Infra Team,Financeiro,frontend,4,11,Não,,13,0,Não,Sprint 20
TKT-31857,2025-01-13 13:13,2025-01-14 00:13,Done,High,Bug,Production,Pedro Henrique,João Victor,Squad Alpha,Financeiro,performance,8,11,Sim,,8,0,Não,Sprint 6
TKT-52448,2025-02-02 07:25,2025-02-02 12:25,In Review,Low,Performance,Production,Pedro Henrique,Amanda Silva,QA Team,TI,performance,72,5,Não,,,0,Sim,
TKT-46339,18/07/2025 19:24,,Not Started,Low,Task,Production,Renata Teixeira,Marina Queiroz,QA Team,Comercial,mobile,72,,,,13,0,Não,
TKT-55984,2025-04-28 07:13,2025-04-28 15:13,Cancelled,Medium,Bug,Development,Kaio Santos,Patricia Leal,Squad Alpha,Marketing,performance,24,8,Sim,,1,0,Sim,Sprint 5
TKT-13842,10/30/2025 12:28,,Not Started,Medium,Bug,Staging,Renata Teixeira,Caio Ramos,QA Team,Comercial,relatório,24,,,,2,0,Não,Sprint 12
TKT-72982,2025-05-23 06:14,2025-05-23 11:14,Done,Low,Incident,Homologation,Tatiane Gomes,João Victor,Squad Gamma,Financeiro,relatório,72,5,Não,,1,0,Não,Sprint 1
TKT-39510,2025-10-23 08:49,2025-10-23 18:49,Done,High,Task,Production,Julia Moraes,Flávia Melo,Squad Gamma,Comercial,frontend,8,10,Não,,1,1,Não,Sprint 12
TKT-23783,2025-11-04 16:35,,Not Started,Low,Feature Request,Homologation,Carla Mendes,Isabel Freitas,Infra Team,Logística,integração,72,,,,13,0,Não,
TKT-46774,07/25/2025 03:56,2025-07-25 12:56,Done,High,Performance,Staging,Yasmin Pereira,Isabel Freitas,Squad Alpha,RH,autenticação,8,9,Sim,,,0,Não,Sprint 18
TKT-73723,2025-02-11 00:53,2025-02-11 12:53,Cancelled,Critical,Bug,Development,Renata Teixeira,Paulo Rezende,Infra Team,Marketing,,4,12,Sim,,,0,Não,
TKT-16674,2025-01-26 04:40,2025-01-26 13:40,In Review,High,Task,Development,Gabriel Nunes,Karen Azevedo,Squad Gamma,Jurídico,,8,9,Sim,,5,0,Não,Sprint 20
